Текст фразы,Эмоция,Augmented
['каждый пытаться чтоть обсудить просто отмахиваться это серьёзно бесить'],Злость,"[""Claudo, I don't know what to do, but I don't know what to do.""]"
['почему слушать говорить чувствовать просто заботиться мой чувство'],Злость,"[""I don't know what to do.""]"
['надоесть постоянно оправдываться свой действие допускать ошибка хотеть признавать это'],Злость,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['ярость выполнить свой обещание это начинать выходить рамка разумный'],Злость,"[""I don't know what to do.""]"
['знать объяснить подход работа абсолютно недопустимый надоесть постоянный стресс изз твой ошибка'],Злость,"[""I don't know what to do.""]"
['неужели сложно просто выполнить свой обязанность устать постоянный напоминание оправдание'],Злость,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['каждый просить помощь просто игнорировать это становиться просто невыносимый'],Злость,"[""I don't know what to do.""]"
['казаться принимать расчёт мнение команда это очень раздражать надеяться это осознать'],Злость,"[""I don't know what to do, but I don't know what to do.""]"
['полный недоумение отнестись этот проект халатно подходить дело'],Злость,['opónone intenione oponécptica aubtoboT ploeekkT yavatono popodhodgytba developo']
['неужели трудно просто выполнить свой обязанность сила терпеть это постоянный безобразие'],Злость,"[""I don't know what to do.""]"
['мочь поверить снова прийтись переделывать проект ктоть выполнить часть работа'],Злость,"[""I don't know what to do.""]"
['бесить человек слушать делать посвоему'],Злость,"[""It's okay.""]"
['достать мочь терпеть несправедливость'],Злость,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['ярость забыть мой просьба'],Злость,"[""I don't know what to do.""]"
['глупость неужели видеть это неправильно'],Злость,"[""I don't know what to do.""]"
['мой терпение лопнуть быть мириться это'],Злость,"[""I don't know what to do.""]"
['просто бешенство твой безответственный поведение'],Злость,"[""I don't know what to do.""]"
['довести быть терпеть твой выходка'],Злость,"[""It's okay.""]"
['бесить хаос хотеть разрушить'],Злость,"[""It's okay, it's okay.""]"
['хотеть слышать объяснять свой ошибка нужно начинать действовать просто говорить'],Злость,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['почему мочь просто выполнить часть чёткий срок понимать затягивать это продолжиться прийтись серьёзно поговорить'],Злость,"[""I don't know what to do.""]"
['каждый слышать отговорка начинать бесить никакой результат постоянный обещание'],Злость,"[""I don't know what to do.""]"
['надоесть время заставлять исправлять ситуация обязать это делать почему никто брать ответственность'],Злость,"[""I don't know what to do.""]"
['неужели сложно выполнить домашний задание самостоятельно время ждать результат продолжать откладывать последний момент'],Злость,"[""I don't know what to do.""]"
['понимать вообще поступить программа ты интересно'],Злость,['OponcTIITGATGOTOTOTOTOTOTOTIONSION']
['вообще слушать объяснять это сделать'],Злость,"[""I don't know what to do, but I don't know what to do.""]"
['сила спорить ты сделать сказать'],Злость,"['Forensics, guys.']"
['сколько ты сказать нужно сдавать работа вовремя'],Злость,"[""I'm gonna go see what happens.""]"
['обещать перезвонить течение час пройти это время'],Злость,['♪ Technology ♪ ♪ Technology ♪ Technology ♪ Technology ♪']
['третий пытаться снять деньга ваш банкомат снова работать безобразие'],Злость,"[""It's okay, it's okay.""]"
['неужели мочь сделать ваш система работать'],Злость,"[""I don't know what to do, but I don't know what to do.""]"
['почему такой некомпетентный служба поддержка никто помочь'],Злость,"[""I don't know what to do.""]"
['уверить правильно посчитать процент мой кредит казаться обманывать'],Злость,"[""It's okay.""]"
['сказать преподаватель делать часть это это просто недопустимо мы нужно решать проблема раздувать'],Злость,"[""I don't know what to do.""]"
['представлять это бесить должный работать команда изз твой поведение всё идти'],Злость,"[""It's okay.""]"
['это хамство просто хотеть вернуть браковать товар грубить'],Злость,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['сметь обвинять брать касаться товар'],Злость,"['Forensics, white, white, white, white, white, white, white, white, swollen, white, swollen, swollen, swollen, swollen, swollen, swollen, swollen, swollen, chunk, chunk, chunk, chunk, chunk, chunk, chunk, chunk, chunk, chunk, chunk, chunk, chunk, chunk, etc.']"
['почему этот вещь стоить дорогой сайт дурить'],Злость,"[""I don't know what to do, but I don't know what to do.""]"
['испортить настроение просто хотеть купить подарок'],Злость,"[""I don't know what to do, but I don't know what to do.""]"
['очередь конец зал невозможно нормально купить продукт каждый происходить сколько ждать'],Злость,"['Krypto girl, hmm, hmm, hmm, hmm, hmm.']"
['скидка должный действовать конец неделя касса её это неправильно'],Злость,"['Cree club, uh-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m']"
['привезти товар который обещать сказать сегодня точно'],Злость,"[""I don't know what to do, but I don't know what to do.""]"
['почему цена товар снова вырасти каждый всё дорогой дорогой'],Злость,['EXCESSIVE REFERENCE TO THE DISTRIBUTION OF CRIME IN THE NEXT DISTRIBUTION']
['фрукт свежий третий такой видеть'],Злость,"[""It's okay.""]"
['сколько терпеть медленный очередь это просто возмутительно'],Злость,"[""I'm gonna go see what happens.""]"
['неправильно пробить цена касса надоесть такой отношение'],Злость,"[""It's okay.""]"
['почему постоянно нужный продукт вообще следить ассортимент'],Злость,['PRACTICAL DISAPPEARANCES']
['сколько повышать цена это граница разумный'],Злость,"[""I'm gonna go see what happens to you soon.""]"
['ваш касса работать нормально почему постоянно такой проблема'],Злость,"[""I don't know what to do.""]"
['всё сделать неправильно сколько повторять один'],Злость,"[""I don't know what to do, but I don't know what to do.""]"
['безответственно относиться дело это перебор'],Злость,"[""I don't know what to do.""]"
['почему никто сообщать изменение работать невозможно'],Злость,"[""I don't know what to do.""]"
['забыть наш договорённость это просто издевательство'],Злость,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['обещать всё сделать вовремя оправдание почему возникать такой проблема это выходить рамка'],Злость,"[""It's okay.""]"
['мочь поверить чтоть это просто безобразие неужели всё проверить сколько терпеть это отношение'],Злость,"[""I don't know what to do.""]"
['сколько повторять один это смешно устать объяснять один снова'],Злость,['Hip-hi-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha']
['мочь поступить это возмутительно всё он просто забыть сколько это терпеть'],Злость,"[""I don't know what to do.""]"
['работа сделать коекак это просто халатность никто собираться это терпеть'],Злость,['jabotta with formula_BAR_koek aubto formula_BAR_formula_BAR_formula_BAR_formula_BAR_']
['почему делать всё вовремя мочь это игнорировать беспечность просто выводить это закончиться'],Злость,"[""I don't know what to do.""]"
['опоздать бесить уважать мой время знать достучаться просто хотеть слышать'],Злость,"[""O'o-o-o-o-o-o-o-o-o-o-o-o-o-o-o-o.""]"
['ценить делать меняться зло готовый взорваться'],Злость,"[""It's okay.""]"
['постоянно врать верить единый слово'],Злость,"[""I don't know what to do.""]"
['мочь поступить просто шок друг мочь доверять'],Злость,"[""I don't know what to do, but I don't know what to do.""]"
['неужели понимать делать просто уважать ничей чувство'],Злость,"[""I don't know what to do.""]"
['быть молчать показать такой бывать'],Злость,"[""I don't know what to do, but I don't know what to do.""]"
['понимать почему это сложно объяснять ситуация несколько меняться почему требоваться время это'],Злость,"[""I don't know what to do.""]"
['мочь поверить ваш служба поддержка неэффективный каждый звонить говорить один почему мочь решить вопрос сразу'],Злость,['ELEVENTH DISCONTINUED SECRETARY-GENERAL']
['потратить час ожидание всё мочь предложить это перезвонить поздний это просто ужасно ожидать гораздо качественный обслуживание'],Злость,"[""I don't know what to do.""]"
['терять терпение ваш бездействие усугублять ситуация нужно помочь'],Злость,"[""It's okay.""]"
['второй час пытаться решить проблема предлагать делать просто шок ваш некомпетентность'],Злость,"[""I don't know what to do.""]"
['это третий звонить каждый говорить один безобразие'],Злость,"[""I don't know what to do.""]"
['мочь говорить знать это ваш продукт'],Злость,"[""I don't know what to do, but I don't know what to do.""]"
['совершенно волновать происходить это просто безобразие'],Злость,"[""I don't know what to do.""]"
['быть тратить время ваш пустой обещание требовать немедленный действие иначе быть вынудить обратиться другой компания'],Злость,"[""It's okay.""]"
['объяснить видимо слушать нужно понять нужный схема нарисовать сказать'],Злость,"[""It's okay.""]"
['мочь просто бросать трубка проблема начинать истерить понимать хотеть пытаться помочь'],Злость,"[""I don't know what to do.""]"
['мочь помочь волшебник мочь просто сделать хотеть попробовать разобраться сам сказать'],Злость,"[""I don't know what to do.""]"
['слушать повторять который нужно сделать следующий устать повторять'],Злость,"[""I don't know what to do.""]"
['волновать происходить просто хотеть сделать работа мочь мочь творить чудо попробовать разобраться сам'],Злость,"[""I don't know what to do.""]"
['мочь поверить выиграть приз повезти неужели удача'],Зависть,['ELEVENTH DISCONTINUED PERSPECTIVE STRUCTURE']
['смотреть классный машина хотеть такой быть такой деньга'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['здорово поехать море хотеть смочь это позволить'],Зависть,"['Ooh, ooh, ooh, ooh, ooh, ooh.']"
['неужели купить новый квартира быстро жить съёмный'],Зависть,['Surprisingly.']
['получить повышение сидеть свой должность это несправедливый'],Зависть,"[""I don't know what to do.""]"
['отлично выглядеть такой идеальный фигура такой'],Зависть,"[""Holy shit, don't be shy, don't be shy.""]"
['купить новый дом такой классный место жить маленький квартирка'],Зависть,"['The kryptonite is indecent, indecent, indecent.']"
['получить такой шикарный работа высокий зарплата такой'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['такой стильный прекрасный вкус хотеть модный'],Зависть,['* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *']
['неужели деньга завидовать быть такой средство'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['ты повезти получать хотеть неужели удача'],Зависть,"[""It's okay.""]"
['просто невероятно талантливый легко ты даваться такой талант'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['уверенный знать хотеть хотеть такой'],Зависть,"[""It's okay.""]"
['представлять завидовать здорово выглядеть просто светиться'],Зависть,"[""It's okay.""]"
['ты удаться получить такой скидка такой бывать переплачивать'],Зависть,"[""It's okay.""]"
['неужели билет завидовать мочь найти подходящий'],Зависть,['Accident . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .']
['далеко продвинуться ты удаваться быстро осваивать первый шаг'],Зависть,"[""I don't know what to do.""]"
['ты повезти получать хотеть неужели удача'],Зависть,"[""It's okay.""]"
['уверенный знать хотеть хотеть'],Зависть,"[""It's okay.""]"
['быстро делать ты удаваться успевать просто знать'],Зависть,"[""It's okay.""]"
['просто представлять завидовать выглядеть ты удаваться'],Зависть,"[""I don't know what to do.""]"
['повезти легко получать хотеть приходиться бороться каждый шаг'],Зависть,"[""I don't know what to do.""]"
['просто сиять такой красивый кожа волос хотеть выглядеть'],Зависть,"[""I don't know what to do.""]"
['неужели купить новый машина быстро ездить свой старенький авто'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['неужели машина'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['выглядеть стильно хотеть'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['быстро продвинуться карьерный лестница'],Зависть,"[""I don't know what to do.""]"
['неужели быстро сбросить вес завидовать'],Зависть,"[""I don't know what to do.""]"
['повезти легко получать хотеть'],Зависть,['opohédjtí leä kohä polo yobéttag']
['неужели получить повышение'],Зависть,['Incredible trick.']
['быстро освоить новый язык полгода учиться получаться поделиться секрет быстро осваивать'],Зависть,"[""I don't know what to do.""]"
['здорово успеть купить новый машина старый хлам казаться новый работа найти ты это удаваться'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['такой потрясать фигура быстро похуделый пытаться несколько месяц получаться'],Зависть,"[""It's okay.""]"
['ты повезти такой красивый квартира мечтать такой жильё казаться такой интересный работа очень хотеть работать сфера'],Зависть,"[""It's okay.""]"
['повезти работа всё складываться польза почему получаться'],Зависть,"[""I don't know what to do.""]"
['снова поехать отдыхать граница удаваться столько путешествовать просто везти каждый шаг'],Зависть,"[""I don't know what to do.""]"
['смотреть купить новый машина почему всё ещё старый легко доставаться всё самый хороший'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['успеть получить повышение это возможно такой короткий время почему получаться'],Зависть,"[""I don't know what to do.""]"
['снова премия легко получать награда представить такой мочь'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['переехать новый дом быстро решиться это сей пора копить ремонт'],Зависть,"[""I don't know what to do.""]"
['видеть купить очередной дорогой платье удаваться столько зарабатывать далеко'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['её пригласить очередной крутой проект почему выпадать удача просто невероятно везучий'],Зависть,"[""I don't know what to do.""]"
['смотреть третий отпуск год успевать часто отдыхать повезти'],Зависть,['shortrebutg transit international international formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_']
['заметить получить новый гаджет постоянно везти такой вещь смочь позволить такой'],Зависть,"[""I don't know what to do.""]"
['купить чтоть новый такой классный вещь почему везти'],Зависть,"['Kryptonite, etc.']"
['ты удаваться столько путешествовать вернуться планировать новый отпуск почему удаваться часто выбираться'],Зависть,"[""It's okay.""]"
['снова получить повышение просто золотой работа повезти'],Зависть,"[""- I don't know what to do.""]"
['снова модный одежда это деньга мечтать мочь'],Зависть,"[""It's amazing.""]"
['ездить красивый машина ты удаваться позволить всё это повезти'],Зависть,"['Whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa.']"
['ты удаться купить новый телефон всё время брать хороший модель почему приходиться экономить'],Зависть,"[""It's okay.""]"
['снова дорогой ресторан выходной праздник побаловать'],Зависть,"[""Kennedy, I don't know what to do.""]"
['приобрести чтоть дом стильный интерьер смотреть мечтать'],Зависть,"[""I don't know what to do.""]"
['ты удаться попасть крутой концерт такой интересный мероприятие билет доставаться'],Зависть,"[""It's okay.""]"
['снова съездить граница жизнь один радость повезти'],Зависть,"[""It's amazing.""]"
['купить чтоть новый получаться повезти хотя'],Зависть,"['Kryptonite, etc.']"
['снова отпуск собраться ты удаваться часто отдыхать мысль'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['везде успевать поучаствовать правда работа отдых такой интересный немного твой удача'],Зависть,['X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H-H']
['найти время спорт ты это удаваться такой график постоянно откладывать успевать'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['отпуск впереди выбирать интересный направление спланировать'],Зависть,"[""I don't know what to do, but I don't want you to do it.""]"
['всё выходить идеально везучий'],Зависть,['Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa']
['премия дать отпуск сразу'],Зависть,"[""I don't know what to do.""]"
['подарить новый телефон повезти'],Зависть,['oodríptga noobahton podoefloon opovéktigi']
['отпуск дважды год неслыханный роскошь'],Зависть,['OTPUCCHOTOTOTOTOTOCHILED']
['отпуск уехать роскошный отель'],Зависть,['Holy shit!']
['такой стильный вещь везти'],Зависть,"[""It's okay.""]"
['получать всё самый хороший почему ты везти'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['работа найти отличный зарплата везучий человек'],Зависть,"[""I don't know what to do.""]"
['слушать везучий отдыхать мечтать поехать'],Зависть,"[""I don't know what to do.""]"
['получаться постоянно всё складываться идеально'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['ты легко дать кредит такой машина повезти'],Зависть,"[""It's okay, it's okay.""]"
['снова выиграть конкурс'],Зависть,['Kryptonite']
['выходить хороший фотография близко выходить'],Зависть,"['Whoa, whoa, whoa, whoa, whoa.']"
['новый техника купить быстро просто завидовать'],Зависть,['Surprisingly.']
['находить время поездка граница ты удаваться путешествовать всё никак собраться столько дело повезти'],Зависть,"[""I don't know what to do, but I don't want you to do it.""]"
['казаться вечно всё идти план почему всё выходить лёгкость успевать всё сделать вовремя уметь'],Зависть,"[""I don't know what to do.""]"
['получиться идеально приготовить торт сколько пытаться всё почему выходить вкусно очень завидовать твой кулинарный способность'],Зависть,"[""I don't know what to do.""]"
['ты легко удаваться добиваться результат находить всё время сила мечтать такой немного завидовать ты'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['вообще находить такой выгодный предложение хотеться такой находка сделать настоящий профессионал дело'],Зависть,"[""I don't know what to do.""]"
['умудряться ездить такой красивый место мечтать хотя пара день выбраться легко это выходить повезти'],Зависть,"[""It's okay.""]"
['ты удаваться короткий срок достигнуть цель это уходить вечность просто находить выход любой ситуация жаль такой сила'],Зависть,"[""It's okay.""]"
['везде успевать ты удаваться планировать день всё'],Зависть,"[""O'X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-X-""]"
['каждый отпуск проводить граница это здорово мечтать мочь'],Зависть,"['Kryptok, etc. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .']"
['сдать проект первый ты удаваться быстро работать успевать сколько стараться'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['хороший оборудование хотеть ноутбук пока мочь позволить'],Зависть,"[""I don't know what to do.""]"
['уметь находить интересный книга постоянно читать один твой находка это чтоть научиться'],Зависть,"[""It's okay.""]"
['снова купить новый машина сразу видно удача твой сторона мечтать'],Зависть,['Forensics are snooping.']
['постоянно ездить отдых везти'],Зависть,['opoctobynonio en Yardigtza oTTTODYOKTI']
['достаться хороший проект работа'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['снова повысить зарплата везти'],Зависть,"[""It's amazing.""]"
['сколько получаться невероятно'],Зависть,"[""I'll be going soon.""]"
['постоянно делать идеальный презентация это возможно'],Зависть,"[""I don't know what to do.""]"
['всё это просто невероятно находить нужный связь удаваться'],Зависть,"[""I don't know what to do.""]"
['везти начинание честной слово сложный задача решать это мелочь снова повысить стараться'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['она всё легко получаться повезти отпуск хороший день любой проблема она пустяк ещё она восхищённо смотреть'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['знать правильно поступить удивительно трудный момент сомневаться снова получать хороший задание'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['находить способ получить самый выгодный предложение хотя вроде смотреть один тот вариант выходить найти чтоть'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['работа всё складываться идеально получать хороший задача ты прислушиваться повышение гора'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['снова найти время отдых учёба встреча друг всё идеально успеть это делать'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['всё время находить самый классный скидка акция вечно плач полный стоимость знать брать'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['ты повезти отпуск поехать хороший курорт ещё попасть самый удобный рейс время мочь выбраться'],Зависть,"[""It's okay.""]"
['находить такой надёжный человек работа сколько пробовать всё никак попасть коготь подходить'],Зависть,['ENAHOKOKOTOTOTOTOTOTOTOCTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTO']
['получиться столько сделать короткий срок свой дело успевать начать половина'],Зависть,"[""I don't know what to do.""]"
['снова получать хороший проект сидеть дело труд находить взять работа вечно подходить'],Зависть,"[""I don't know what to do.""]"
['ты удаться обновить квартира ещё сильно потратиться всё затратный выходить сдвигаться место'],Зависть,"[""It's okay.""]"
['постоянно везти такой мероприятие концерт сидеть дом просто глядеть твой фотография мочь поверить твой везение'],Зависть,"[""I don't know what to do.""]"
['снова умудриться получить повышение работа вокруг говорить повезти'],Зависть,"[""Kennedy, I don't know what to do.""]"
['купить новый машина восхищаться её выбор мечтать'],Зависть,"[""Kryptonite isn't final, hooligan, hooligan, idiotic, idiotic, idiotic, idiotic, idiotic, idiotic, idiotic, idiotic, idiotic, idiotic, idiotic, idiotic, idiotic, idiotic, idiotic.""]"
['постоянно путешествовать мир самый хороший фотография который зависть смотреть'],Зависть,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['легко находить интересный хобби увлечение всё время теряться свой задумка мочь выбрать'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['находить время тренировка отличный форма всё время откладывать занятие спорт'],Зависть,['ENAHODITGA ENEENDIONIONIONTHIONIONIONIONONTHIONONDIONTHIONTONTOL']
['выглядеть безупречно получать комплимент время елееле собирать свой вещь'],Зависть,"[""I don't know what to do.""]"
['легко находить новый друг поддерживать отношение мочь организовать встреча давний знакомый'],Зависть,"[""I don't know what to do.""]"
['умело справляться домашний дело успевать готовить семья мечтать порядок свой дом'],Зависть,"['Oh, well, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay.']"
['уверенно говорить публика бояться открывать рот'],Зависть,"[""It's okay.""]"
['делать такой классный фотосессия знать начать'],Зависть,"[""I don't know what to do, but I don't know what to do.""]"
['повезти шикарный дом'],Зависть,['opohéduti formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_']
['слышать купить новый автомобиль выглядеть потрясающе'],Зависть,"['Kryptonite is indecent, indecent, indecent, indecent, indecent, indecent, indecent, indecent and indecent.']"
